SCIENTIFIC NAME;OBSERVATION COUNT;LATITUDE;LONGITUDE;OBSERVATION DATE;YEAR;WEEK OF YEAR;COUNTY;STATE
Circus aeruginosus;1;51.7280553;18.665558;16.04.2022;2022;15;powiat sieradzki;województwo łódzkie
Circus aeruginosus;2;52.1193782;19.5707145;09.04.2022;2022;14;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.069287;19.186972;09.04.2022;2022;14;powiat łęczycki;województwo łódzkie
Circus aeruginosus;-100;51.2204334;19.911044;18.04.2022;2022;16;powiat piotrkowski;województwo łódzkie
Circus aeruginosus;-100;52.0971716;19.7051273;10.04.2022;2022;14;powiat łowicki;województwo łódzkie
Circus aeruginosus;2;52.2021356;19.7835967;14.05.2022;2022;19;powiat łowicki;województwo łódzkie
Circus aeruginosus;3;52.1193782;19.5707145;31.05.2022;2022;22;powiat łowicki;województwo łódzkie
Circus aeruginosus;2;52.2021356;19.7835967;03.05.2022;2022;18;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;51.690446;18.917037;27.05.2022;2022;21;powiat zduńskowolski;województwo łódzkie
Circus aeruginosus;1;51.690446;18.917037;27.05.2022;2022;21;powiat zduńskowolski;województwo łódzkie
Circus aeruginosus;2;52.0971716;19.7051273;07.05.2022;2022;18;powiat łowicki;województwo łódzkie
Circus aeruginosus;3;51.1378902;19.5024469;19.05.2022;2022;20;powiat radomszczański;województwo łódzkie
Circus aeruginosus;2;51.8558966;19.1183629;07.05.2022;2022;18;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.690446;18.917037;27.05.2022;2022;21;powiat zduńskowolski;województwo łódzkie
Circus aeruginosus;3;52.2021356;19.7835967;08.05.2022;2022;18;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.0971716;19.7051273;14.05.2022;2022;19;powiat łowicki;województwo łódzkie
Circus aeruginosus;3;52.1193782;19.5707145;31.05.2022;2022;22;powiat łowicki;województwo łódzkie
Circus aeruginosus;4;52.2021356;19.7835967;07.05.2022;2022;18;powiat łowicki;województwo łódzkie
Circus aeruginosus;3;52.1193782;19.5707145;31.05.2022;2022;22;powiat łowicki;województwo łódzkie
Circus aeruginosus;5;52.2021356;19.7835967;21.05.2022;2022;20;powiat łowicki;województwo łódzkie
Circus aeruginosus;3;51.7061583;18.6478308;11.06.2022;2022;23;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.7189225;18.6556108;12.06.2022;2022;23;powiat sieradzki;województwo łódzkie
Circus aeruginosus;-100;51.214365;20.065506;17.06.2022;2022;24;powiat opoczyński;województwo łódzkie
Circus aeruginosus;-100;51.2143016;20.0655748;17.06.2022;2022;24;powiat opoczyński;województwo łódzkie
Circus aeruginosus;2;51.941712;19.628464;11.06.2022;2022;23;powiat zgierski;województwo łódzkie
Circus aeruginosus;2;52.0450902;19.8470549;07.07.2022;2022;27;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;51.7577666;18.6767203;13.07.2022;2022;28;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.7061583;18.6478308;05.07.2022;2022;27;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.1859867;18.7626344;15.07.2022;2022;28;powiat wieluński;województwo łódzkie
Circus aeruginosus;2;51.8558966;19.1183629;16.07.2022;2022;28;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.8051136;18.6848559;09.07.2022;2022;27;powiat poddębicki;województwo łódzkie
Circus aeruginosus;-100;51.8051136;18.6848559;21.08.2022;2022;33;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.7577666;18.6767203;20.08.2022;2022;33;powiat poddębicki;województwo łódzkie
Circus aeruginosus;3;51.7618793;18.6451916;08.08.2022;2022;32;powiat sieradzki;województwo łódzkie
Circus aeruginosus;-100;51.7618793;18.6451916;05.08.2022;2022;31;powiat sieradzki;województwo łódzkie
Circus aeruginosus;2;51.7577666;18.6767203;07.08.2022;2022;31;powiat poddębicki;województwo łódzkie
Circus aeruginosus;2;52.0297205;19.2137961;26.08.2022;2022;34;powiat łęczycki;województwo łódzkie
Circus aeruginosus;1;51.794667;18.702622;07.08.2022;2022;31;powiat poddębicki;województwo łódzkie
Circus aeruginosus;-100;51.7650892;18.66046;16.08.2022;2022;33;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;52.20862;19.616609;08.08.2022;2022;32;powiat kutnowski;województwo łódzkie
Circus aeruginosus;2;51.7577666;18.6767203;07.08.2022;2022;31;powiat poddębicki;województwo łódzkie
Circus aeruginosus;4;52.1193782;19.5707145;29.08.2022;2022;35;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;51.794667;18.702622;07.08.2022;2022;31;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.78832;18.646691;21.08.2022;2022;33;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.78832;18.646691;21.08.2022;2022;33;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;52.2021356;19.7835967;17.09.2022;2022;37;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;51.7577666;18.6767203;10.09.2022;2022;36;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;52.188104;19.840105;17.09.2022;2022;37;powiat łowicki;województwo łódzkie
Circus aeruginosus;2;51.726988;18.668361;04.09.2022;2022;35;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.7618793;18.6451916;10.09.2022;2022;36;powiat sieradzki;województwo łódzkie
Circus aeruginosus;2;51.726988;18.668361;04.09.2022;2022;35;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.7618793;18.6451916;10.09.2022;2022;36;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.7618793;18.6451916;09.09.2022;2022;36;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;51.7618793;18.6451916;10.09.2022;2022;36;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;52.2230921;19.7750502;17.09.2022;2022;37;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;51.7618793;18.6451916;10.09.2022;2022;36;powiat sieradzki;województwo łódzkie
Circus aeruginosus;1;52.0492299;19.6483054;02.10.2022;2022;39;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.0971716;19.7051273;01.10.2022;2022;39;powiat łowicki;województwo łódzkie
Circus aeruginosus;2;52.2021356;19.7835967;09.10.2022;2022;40;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;51.786167;18.677433;01.10.2022;2022;39;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.786167;18.677433;01.10.2022;2022;39;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;51.786167;18.677433;01.10.2022;2022;39;powiat poddębicki;województwo łódzkie
Circus aeruginosus;1;52.1193782;19.5707145;16.10.2022;2022;41;powiat łowicki;województwo łódzkie
Circus aeruginosus;2;52.2021356;19.7835967;09.10.2022;2022;40;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.0971716;19.7051273;01.10.2022;2022;39;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.052488;19.848737;02.10.2022;2022;39;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.052488;19.848737;02.10.2022;2022;39;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.0492299;19.6483054;02.10.2022;2022;39;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.0971716;19.7051273;13.11.2022;2022;45;powiat łowicki;województwo łódzkie
Circus aeruginosus;1;52.0971716;19.7051273;13.11.2022;2022;45;powiat łowicki;województwo łódzkie
Circus aeruginosus;2;50.5010665;19.0417674;08.06.1979;1979;23;powiat tarnogórski;województwo śląskie
Circus aeruginosus;4;49.9314406;18.9139686;16.09.1983;1983;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;13.08.2001;2001;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;15.08.2001;2001;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;16.08.2001;2001;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;08.08.2001;2001;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;11.08.2001;2001;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;18.08.2001;2001;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;-100;49.9219162;18.8093796;04.08.2001;2001;31;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;06.08.2001;2001;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;11.09.2001;2001;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;14.09.2001;2001;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;16.09.2001;2001;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;10.09.2001;2001;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;10.08.2002;2002;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;4;49.9314406;18.9139686;11.08.2002;2002;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;05.08.2002;2002;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;12.08.2002;2002;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;3;49.9314406;18.9139686;06.08.2002;2002;32;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;13.08.2002;2002;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;02.08.2002;2002;31;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;04.08.2002;2002;31;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;03.08.2002;2002;31;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;19.09.2002;2002;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;18.09.2002;2002;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;30.09.2002;2002;40;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;28.09.2002;2002;39;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;14.09.2002;2002;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;27.09.2002;2002;39;powiat pszczyński;województwo śląskie
Circus aeruginosus;4;49.9314406;18.9139686;15.09.2002;2002;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;21.09.2002;2002;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;29.09.2002;2002;39;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;16.09.2002;2002;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;17.09.2002;2002;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;12.09.2002;2002;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;23.09.2002;2002;39;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;20.09.2002;2002;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;02.10.2002;2002;40;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;49.9314406;18.9139686;01.10.2002;2002;40;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;30.03.2003;2003;13;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.0906681;18.3640796;10.05.2003;2003;19;powiat rybnicki;województwo śląskie
Circus aeruginosus;3;50.0906681;18.3640796;11.05.2003;2003;19;powiat rybnicki;województwo śląskie
Circus aeruginosus;3;50.0263684;18.2932997;15.09.2003;2003;38;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.7185159;19.197267;30.08.2004;2004;36;powiat żywiecki;województwo śląskie
Circus aeruginosus;2;49.7185159;19.197267;02.09.2004;2004;36;powiat żywiecki;województwo śląskie
Circus aeruginosus;1;49.7095078;19.1300251;04.09.2004;2004;36;powiat żywiecki;województwo śląskie
Circus aeruginosus;1;49.7185159;19.197267;17.04.2005;2005;15;powiat żywiecki;województwo śląskie
Circus aeruginosus;4;49.7185159;19.197267;01.04.2005;2005;13;powiat żywiecki;województwo śląskie
Circus aeruginosus;1;50.3914688;18.4820989;31.03.2009;2009;14;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.1421872;18.2775915;30.04.2009;2009;18;powiat raciborski;województwo śląskie
Circus aeruginosus;2;50.1421872;18.2775915;09.05.2009;2009;19;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.1421872;18.2775915;04.10.2010;2010;40;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.2590367;18.74765;03.04.2011;2011;13;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;25.03.2012;2012;12;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.2590367;18.74765;22.03.2012;2012;12;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;20.04.2012;2012;16;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;09.04.2012;2012;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;11.04.2012;2012;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;-100;50.2590367;18.74765;08.05.2012;2012;19;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;10.06.2012;2012;23;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;28.03.2013;2013;13;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.3914688;18.4820989;07.04.2013;2013;14;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.3914688;18.4820989;01.04.2013;2013;14;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.301373;19.2557465;11.05.2013;2013;19;Dąbrowa Górnicza;województwo śląskie
Circus aeruginosus;4;50.1421872;18.2775915;31.05.2013;2013;22;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;28.08.2013;2013;35;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;12.09.2013;2013;37;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;29.09.2013;2013;39;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;50.759793;18.661156;15.04.2014;2014;16;powiat lubliniecki;województwo śląskie
Circus aeruginosus;1;50.7587335;18.6649699;13.04.2014;2014;15;powiat lubliniecki;województwo śląskie
Circus aeruginosus;3;50.2590367;18.74765;13.04.2014;2014;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;04.04.2014;2014;14;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.8299143;19.7230803;19.05.2014;2014;21;powiat częstochowski;województwo śląskie
Circus aeruginosus;2;50.4294172;18.9737152;17.06.2014;2014;25;powiat tarnogórski;województwo śląskie
Circus aeruginosus;1;50.4294172;18.9737152;04.08.2014;2014;32;powiat tarnogórski;województwo śląskie
Circus aeruginosus;1;50.4294172;18.9737152;05.08.2014;2014;32;powiat tarnogórski;województwo śląskie
Circus aeruginosus;1;50.4294172;18.9737152;06.08.2014;2014;32;powiat tarnogórski;województwo śląskie
Circus aeruginosus;3;50.4662966;19.7914859;15.08.2014;2014;33;powiat zawierciański;województwo śląskie
Circus aeruginosus;2;50.5000202;18.5010321;29.08.2014;2014;35;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;29.08.2014;2014;35;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.301373;19.2557465;29.03.2015;2015;13;Dąbrowa Górnicza;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;14.04.2015;2015;16;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;16.04.2015;2015;16;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.7121667;18.8278324;03.06.2015;2015;23;powiat lubliniecki;województwo śląskie
Circus aeruginosus;1;50.2590367;18.74765;02.04.2016;2016;13;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.8299143;19.7230803;27.05.2016;2016;21;powiat częstochowski;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;12.05.2016;2016;19;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.111631;18.865459;14.06.2016;2016;24;powiat mikołowski;województwo śląskie
Circus aeruginosus;1;50.1421872;18.2775915;21.06.2016;2016;25;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.1421872;18.2775915;30.04.2017;2017;17;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.4158167;18.5024015;02.04.2017;2017;13;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;49.7095078;19.1300251;29.04.2017;2017;17;powiat żywiecki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;13.04.2017;2017;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;49.6524063;19.165385;29.04.2017;2017;17;powiat żywiecki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;14.04.2017;2017;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.2590367;18.74765;12.04.2017;2017;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;6;50.0175844;18.296957;01.05.2017;2017;18;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.8411179;18.9079446;09.05.2017;2017;19;powiat bielski;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;23.07.2017;2017;29;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.7999317;19.527472;09.07.2017;2017;27;powiat częstochowski;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;02.08.2017;2017;31;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.4952208;19.2631531;11.08.2017;2017;32;powiat będziński;województwo śląskie
Circus aeruginosus;10;49.7005645;19.1155685;15.08.2017;2017;33;powiat żywiecki;województwo śląskie
Circus aeruginosus;2;49.7005645;19.1155685;13.08.2017;2017;32;powiat żywiecki;województwo śląskie
Circus aeruginosus;1;50.1421872;18.2775915;24.08.2017;2017;34;powiat raciborski;województwo śląskie
Circus aeruginosus;1;49.9271461;18.93802;19.09.2017;2017;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9340279;18.9721589;19.09.2017;2017;38;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;50.008429;18.3052819;09.09.2017;2017;36;powiat wodzisławski;województwo śląskie
Circus aeruginosus;-100;50.4395787;19.1854796;11.09.2017;2017;37;powiat będziński;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;11.03.2018;2018;10;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.4158167;18.5024015;09.04.2018;2018;15;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.5000202;18.5010321;29.04.2018;2018;17;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.5000202;18.5010321;28.04.2018;2018;17;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.1404202;18.2887267;15.04.2018;2018;15;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.5000202;18.5010321;21.04.2018;2018;16;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.1041148;18.3633094;27.04.2018;2018;17;powiat rybnicki;województwo śląskie
Circus aeruginosus;-100;50.0175844;18.296957;05.05.2018;2018;18;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.2211437;18.775965;05.05.2018;2018;18;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.2155912;18.7785832;05.05.2018;2018;18;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.1411212;18.282778;05.05.2018;2018;18;powiat raciborski;województwo śląskie
Circus aeruginosus;-100;50.0175844;18.296957;05.05.2018;2018;18;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.1410692;18.2828035;05.05.2018;2018;18;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.1411212;18.282778;05.05.2018;2018;18;powiat raciborski;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;05.05.2018;2018;18;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.2590367;18.74765;20.05.2018;2018;20;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.008429;18.3052819;29.06.2018;2018;26;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.8299143;19.7230803;09.06.2018;2018;23;powiat częstochowski;województwo śląskie
Circus aeruginosus;2;50.3009994;19.3119718;24.06.2018;2018;25;Dąbrowa Górnicza;województwo śląskie
Circus aeruginosus;2;50.8299143;19.7230803;10.06.2018;2018;23;powiat częstochowski;województwo śląskie
Circus aeruginosus;2;50.0094969;18.2998169;27.07.2018;2018;30;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.008429;18.3052819;05.07.2018;2018;27;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.0263834;18.293817;11.07.2018;2018;28;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;11.08.2018;2018;32;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.3373334;19.0322317;27.08.2018;2018;35;Piekary Śląskie;województwo śląskie
Circus aeruginosus;1;49.9340279;18.9721589;29.08.2018;2018;35;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.1421872;18.2775915;27.08.2018;2018;35;powiat raciborski;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;28.08.2018;2018;35;powiat wodzisławski;województwo śląskie
Circus aeruginosus;3;50.0263684;18.2932997;29.08.2018;2018;35;powiat wodzisławski;województwo śląskie
Circus aeruginosus;3;50.0175844;18.296957;27.08.2018;2018;35;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.1577196;19.0350087;17.08.2018;2018;33;Tychy;województwo śląskie
Circus aeruginosus;1;49.9271461;18.93802;17.08.2018;2018;33;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;05.09.2018;2018;36;powiat pszczyński;województwo śląskie
Circus aeruginosus;10;50.008429;18.3052819;14.09.2018;2018;37;powiat wodzisławski;województwo śląskie
Circus aeruginosus;3;50.5125552;18.558457;12.09.2018;2018;37;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.5000202;18.5010321;09.09.2018;2018;36;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;12.09.2018;2018;37;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.5000202;18.5010321;07.09.2018;2018;36;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;29.09.2018;2018;39;powiat pszczyński;województwo śląskie
Circus aeruginosus;3;50.0263684;18.2932997;05.09.2018;2018;36;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.008429;18.3052819;13.10.2018;2018;41;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.9314406;18.9139686;27.10.2018;2018;43;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;24.03.2019;2019;12;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.1133655;18.3933966;14.04.2019;2019;15;powiat rybnicki;województwo śląskie
Circus aeruginosus;2;50.1028293;18.3628826;05.04.2019;2019;14;powiat rybnicki;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;03.04.2019;2019;14;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.1093077;18.3670743;14.04.2019;2019;15;powiat rybnicki;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;01.04.2019;2019;14;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;26.04.2019;2019;17;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;23.04.2019;2019;17;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;05.04.2019;2019;14;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;04.04.2019;2019;14;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.4536762;19.2378867;09.04.2019;2019;15;powiat będziński;województwo śląskie
Circus aeruginosus;1;50.1093077;18.3670743;17.04.2019;2019;16;powiat rybnicki;województwo śląskie
Circus aeruginosus;1;50.1031341;18.3626855;14.04.2019;2019;15;powiat rybnicki;województwo śląskie
Circus aeruginosus;2;50.4395787;19.1854796;06.05.2019;2019;19;powiat będziński;województwo śląskie
Circus aeruginosus;3;50.3673206;18.5669148;08.05.2019;2019;19;powiat gliwicki;województwo śląskie
Circus aeruginosus;2;50.2590367;18.74765;03.05.2019;2019;18;powiat gliwicki;województwo śląskie
Circus aeruginosus;4;50.0175844;18.296957;14.05.2019;2019;20;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;06.05.2019;2019;19;powiat pszczyński;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;20.05.2019;2019;21;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.3673206;18.5669148;02.05.2019;2019;18;powiat gliwicki;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;27.05.2019;2019;22;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;31.05.2019;2019;22;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;01.05.2019;2019;18;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;24.05.2019;2019;21;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;07.06.2019;2019;23;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.0264542;18.2935954;01.06.2019;2019;22;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;03.06.2019;2019;23;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9673255;18.8506761;25.07.2019;2019;30;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;23.07.2019;2019;30;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.0141808;18.2870008;23.07.2019;2019;30;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;19.07.2019;2019;29;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;08.07.2019;2019;28;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.0175844;18.296957;19.07.2019;2019;29;powiat wodzisławski;województwo śląskie
Circus aeruginosus;3;50.0251273;18.3012682;16.07.2019;2019;29;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.1028566;18.3629042;24.07.2019;2019;30;powiat rybnicki;województwo śląskie
Circus aeruginosus;1;50.0253454;18.3012162;18.07.2019;2019;29;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;50.0264942;18.2935935;17.08.2019;2019;33;powiat wodzisławski;województwo śląskie
Circus aeruginosus;1;49.9435006;18.998638;19.08.2019;2019;34;powiat pszczyński;województwo śląskie
Circus aeruginosus;1;50.0158484;18.2882356;13.08.2019;2019;33;powiat wodzisławski;województwo śląskie
Circus aeruginosus;2;50.0175844;18.296957;23.08.2019;2019;34;powiat wodzisławski;województwo śląskie
Circus aeruginosus;3;50.0175844;18.296957;13.08.2019;2019;33;powiat wodzisławski;województwo śląskie
Circus aeruginosus;8;50.0175844;18.296957;12.08.2019;2019;33;powiat wodzisławski;województwo śląskie
