SCIENTIFIC NAME;OBSERVATION COUNT;LATITUDE;LONGITUDE;OBSERVATION DATE;YEAR;WEEK OF YEAR;COUNTY;STATE
Circus aeruginosus;1;53.2527877;14.4415283;09.06.2017;2017;23;powiat gryfiński;województwo zachodniopomorskie
Circus aeruginosus;-100;51.5134432;16.9934893;11.07.1994;1994;28;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5134432;16.9934893;10.07.1994;1994;27;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5134432;16.9934893;06.08.1994;1994;31;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.2623982;15.5669832;27.07.1996;1996;30;powiat bolesławiecki;województwo dolnośląskie
Circus aeruginosus;1;51.2623982;15.5669832;27.07.1996;1996;30;powiat bolesławiecki;województwo dolnośląskie
Circus aeruginosus;1;51.4897465;17.0371682;04.05.1999;1999;18;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5623238;15.7832692;17.07.1999;1999;28;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5623238;15.7832692;18.07.1999;1999;28;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;6;51.5383279;17.345438;04.08.2000;2000;31;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.1382169;16.9537067;12.05.2002;2002;19;Wrocław;województwo dolnośląskie
Circus aeruginosus;-100;51.5623238;15.7832692;01.06.2002;2002;22;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;08.07.2002;2002;28;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;6;51.5623238;15.7832692;21.08.2002;2002;34;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;5;51.5623238;15.7832692;11.09.2002;2002;37;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;5;51.5623238;15.7832692;08.09.2002;2002;36;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;12.10.2002;2002;41;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;8;51.5623238;15.7832692;16.04.2003;2003;16;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4784152;16.9834382;01.05.2003;2003;18;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4726233;16.9654029;03.06.2003;2003;23;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;7;51.5623238;15.7832692;14.09.2003;2003;37;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;8;51.5623238;15.7832692;09.04.2004;2004;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;17.04.2004;2004;16;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;31.10.2004;2004;44;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;23.03.2005;2005;12;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;28.08.2005;2005;34;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.4802577;16.9524564;10.08.2005;2005;32;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.1382169;16.9537067;09.05.2006;2006;19;Wrocław;województwo dolnośląskie
Circus aeruginosus;4;51.1382169;16.9537067;08.05.2007;2007;19;Wrocław;województwo dolnośląskie
Circus aeruginosus;1;51.2367366;16.6504159;26.04.2008;2008;17;powiat średzki;województwo dolnośląskie
Circus aeruginosus;1;51.2555711;16.7773708;26.04.2008;2008;17;powiat średzki;województwo dolnośląskie
Circus aeruginosus;4;51.5317609;17.3404598;16.05.2008;2008;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5317609;17.3404598;18.05.2008;2008;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.5317609;17.3404598;17.05.2008;2008;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5317609;17.3404598;18.05.2008;2008;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;4;51.5317609;17.3404598;16.05.2008;2008;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;04.05.2008;2008;18;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5317609;17.3404598;17.05.2008;2008;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;04.05.2008;2008;18;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5134432;16.9934893;21.08.2008;2008;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;17.04.2009;2009;16;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5373107;17.1104104;01.05.2009;2009;18;powiat milicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;30.08.2009;2009;35;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;03.09.2009;2009;36;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4894621;17.0380005;02.04.2011;2011;13;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5373107;17.1104104;21.05.2011;2011;20;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5373107;17.1104104;29.05.2011;2011;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5670002;15.8523689;24.03.2012;2012;12;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.1923922;15.9122799;20.04.2012;2012;16;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;3;51.1923922;15.9122799;15.07.2012;2012;28;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;5;51.1923922;15.9122799;10.08.2012;2012;32;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;1;51.3249186;15.9180415;10.08.2012;2012;32;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;2;51.1923922;15.9122799;03.09.2012;2012;36;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;2;51.3249186;15.9180415;07.09.2012;2012;36;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;2;51.1923922;15.9122799;13.09.2012;2012;37;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;2;51.1923922;15.9122799;07.09.2012;2012;36;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;1;51.4666459;16.9022424;02.04.2013;2013;14;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;21.06.2013;2013;25;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;21.06.2013;2013;25;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;21.06.2013;2013;25;powiat milicki;województwo dolnośląskie
Circus aeruginosus;4;51.5045755;17.4275351;25.07.2013;2013;30;powiat milicki;województwo dolnośląskie
Circus aeruginosus;6;51.1923922;15.9122799;21.07.2013;2013;29;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;3;51.1923922;15.9122799;26.07.2013;2013;30;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;1;51.5045755;17.4275351;06.07.2013;2013;27;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.4802577;16.9524564;14.08.2013;2013;33;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;3;51.4802577;16.9524564;02.08.2013;2013;31;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;9;51.1923922;15.9122799;17.08.2013;2013;33;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;05.08.2013;2013;32;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;5;51.1923922;15.9122799;29.08.2013;2013;35;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;7;51.1923922;15.9122799;07.09.2013;2013;36;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;1;51.2057251;15.0204402;06.07.2014;2014;27;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.539614;17.3616385;08.07.2014;2014;28;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.4494244;17.0230822;14.08.2014;2014;33;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5403965;17.4930131;10.08.2014;2014;32;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5403965;17.4930131;10.08.2014;2014;32;powiat milicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;11.09.2014;2014;37;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;11.09.2014;2014;37;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;8;51.5045755;17.4275351;24.05.2015;2015;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.5045755;17.4275351;05.06.2015;2015;23;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.5045755;17.4275351;15.08.2015;2015;33;powiat milicki;województwo dolnośląskie
Circus aeruginosus;15;51.1923922;15.9122799;29.08.2015;2015;35;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;3;50.9957695;16.7731619;13.09.2015;2015;37;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;3;50.9957695;16.7731619;13.09.2015;2015;37;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;5;50.9957695;16.7731619;14.05.2016;2016;19;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;-100;51.5045755;17.4275351;13.05.2016;2016;19;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.2724393;15.6049345;24.06.2016;2016;25;powiat bolesławiecki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;28.06.2016;2016;26;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5134432;16.9934893;15.07.2016;2016;28;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.4706783;17.0070056;11.08.2016;2016;32;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4723892;17.0239143;05.08.2016;2016;31;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.8527808;16.6059875;11.09.2016;2016;36;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;26.03.2017;2017;12;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.2439992;16.851418;16.04.2017;2017;15;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.2439992;16.851418;16.04.2017;2017;15;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.2439992;16.851418;18.04.2017;2017;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;30.05.2017;2017;22;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;29.05.2017;2017;22;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5297867;17.29313;22.05.2017;2017;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5297867;17.29313;22.05.2017;2017;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5297867;17.29313;22.05.2017;2017;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.462299;16.9893356;09.07.2017;2017;27;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4248671;16.9471248;02.09.2017;2017;35;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.181367;17.1522171;19.04.2018;2018;16;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;4;51.2067563;15.7261529;06.05.2018;2018;18;powiat bolesławiecki;województwo dolnośląskie
Circus aeruginosus;4;51.2067563;15.7261529;01.05.2018;2018;18;powiat bolesławiecki;województwo dolnośląskie
Circus aeruginosus;2;50.9560479;16.6175079;24.05.2018;2018;21;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.1269491;15.5787233;02.05.2018;2018;18;powiat lwówecki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;10.05.2018;2018;19;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;50.8433502;15.6957722;01.06.2018;2018;22;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;1;50.8412411;15.6725985;03.06.2018;2018;22;powiat karkonoski;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;07.07.2018;2018;27;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5258959;17.3881767;15.08.2018;2018;33;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;50.953255;16.589437;14.08.2018;2018;33;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;50.778999;15.557711;25.08.2018;2018;34;powiat karkonoski;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;17.08.2018;2018;33;powiat milicki;województwo dolnośląskie
Circus aeruginosus;5;50.929101;16.613364;14.08.2018;2018;33;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;16.08.2018;2018;33;powiat milicki;województwo dolnośląskie
Circus aeruginosus;4;50.9560479;16.6175079;12.08.2018;2018;32;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;50.9560479;16.6175079;01.09.2018;2018;35;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5383279;17.345438;07.04.2019;2019;14;powiat milicki;województwo dolnośląskie
Circus aeruginosus;5;51.0376623;16.2648101;21.04.2019;2019;16;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;-100;51.2439992;16.851418;21.04.2019;2019;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9377419;16.6136581;25.04.2019;2019;17;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5120344;17.110736;28.04.2019;2019;17;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.496507;17.109304;26.05.2019;2019;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.0376623;16.2648101;17.05.2019;2019;20;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.5259442;17.3491455;24.05.2019;2019;21;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;50.9737596;16.4048413;19.05.2019;2019;20;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4817252;16.9229581;29.06.2019;2019;26;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5383279;17.345438;19.06.2019;2019;25;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;02.06.2019;2019;22;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;2;50.9560479;16.6175079;29.06.2019;2019;26;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.1800853;17.1346968;19.06.2019;2019;25;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.0911561;16.9667718;29.06.2019;2019;26;Wrocław;województwo dolnośląskie
Circus aeruginosus;2;51.5383279;17.345438;19.06.2019;2019;25;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;50.9560479;16.6175079;29.06.2019;2019;26;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5227632;17.0102262;16.06.2019;2019;24;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.1800853;17.1346968;19.06.2019;2019;25;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.4802861;16.9473308;02.07.2019;2019;27;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.699043;16.521923;27.07.2019;2019;30;powiat górowski;województwo dolnośląskie
Circus aeruginosus;2;51.4690438;16.9071366;17.07.2019;2019;29;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.4690438;16.9071366;09.07.2019;2019;28;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802861;16.9473308;16.07.2019;2019;29;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5102249;17.11097;25.07.2019;2019;30;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802861;16.9473308;22.07.2019;2019;30;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5181424;17.0418061;27.07.2019;2019;30;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802861;16.9473308;22.07.2019;2019;30;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5102249;17.11097;16.07.2019;2019;29;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.4690438;16.9071366;16.07.2019;2019;29;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5181424;17.0418061;27.07.2019;2019;30;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802861;16.9473308;21.07.2019;2019;29;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.4690438;16.9071366;08.07.2019;2019;28;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.4810594;16.9347603;24.07.2019;2019;30;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.4802861;16.9473308;08.08.2019;2019;32;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5258959;17.3881767;07.08.2019;2019;32;powiat milicki;województwo dolnośląskie
Circus aeruginosus;3;51.4802861;16.9473308;02.08.2019;2019;31;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;17.08.2019;2019;33;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5134432;16.9934893;16.09.2019;2019;38;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;21.09.2019;2019;38;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.8429575;16.485852;03.09.2019;2019;36;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;1;51.508408;17.001311;16.09.2019;2019;38;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5134432;16.9934893;17.09.2019;2019;38;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.493017;16.942117;28.03.2020;2020;13;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.2420642;16.7011327;25.04.2020;2020;17;powiat średzki;województwo dolnośląskie
Circus aeruginosus;4;51.4919911;17.0122344;23.04.2020;2020;17;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.1845717;16.9212178;13.05.2020;2020;20;Wrocław;województwo dolnośląskie
Circus aeruginosus;2;51.6699;16.5377;19.05.2020;2020;21;powiat górowski;województwo dolnośląskie
Circus aeruginosus;1;51.1179488;17.2166499;03.05.2020;2020;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;4;51.4919911;17.0122344;08.05.2020;2020;19;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.1845717;16.9212178;17.05.2020;2020;20;Wrocław;województwo dolnośląskie
Circus aeruginosus;1;51.1179488;17.2166499;01.05.2020;2020;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.477897;16.942416;31.05.2020;2020;22;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.1845717;16.9212178;30.05.2020;2020;22;Wrocław;województwo dolnośląskie
Circus aeruginosus;1;51.3584661;16.5738399;02.05.2020;2020;18;powiat wołowski;województwo dolnośląskie
Circus aeruginosus;2;51.1845717;16.9212178;24.05.2020;2020;21;Wrocław;województwo dolnośląskie
Circus aeruginosus;1;51.035854;15.005705;17.06.2020;2020;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;17.06.2020;2020;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.363351;16.430937;17.06.2020;2020;25;powiat lubiński;województwo dolnośląskie
Circus aeruginosus;1;50.9596397;14.9358081;17.06.2020;2020;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.158419;16.3860809;29.06.2020;2020;27;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9596397;14.9358081;17.06.2020;2020;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;50.9596397;14.9358081;17.06.2020;2020;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.035854;15.005705;17.06.2020;2020;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;12.06.2020;2020;24;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.158419;16.3860809;29.06.2020;2020;27;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5623238;15.7832692;16.07.2020;2020;29;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;-100;51.0376623;16.2648101;20.07.2020;2020;30;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.4665;16.9058;17.07.2020;2020;29;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.504054;16.803852;20.07.2020;2020;30;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.034959;16.623772;09.07.2020;2020;28;powiat średzki;województwo dolnośląskie
Circus aeruginosus;1;51.3854469;16.626047;01.07.2020;2020;27;powiat wołowski;województwo dolnośląskie
Circus aeruginosus;4;50.9560479;16.6175079;17.07.2020;2020;29;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;50.50422;16.80912;20.07.2020;2020;30;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.226646;17.443073;20.07.2020;2020;30;powiat oleśnicki;województwo dolnośląskie
Circus aeruginosus;1;50.862597;15.678987;05.07.2020;2020;27;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;4;50.837855;16.662649;12.08.2020;2020;33;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;18.08.2020;2020;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;4;51.0376623;16.2648101;07.08.2020;2020;32;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;7;51.0377;16.4505;13.08.2020;2020;33;powiat średzki;województwo dolnośląskie
Circus aeruginosus;4;51.0214955;16.4968438;12.08.2020;2020;33;powiat średzki;województwo dolnośląskie
Circus aeruginosus;1;51.4787248;16.9425937;05.08.2020;2020;32;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;8;51.0038266;16.5120548;12.08.2020;2020;33;powiat średzki;województwo dolnośląskie
Circus aeruginosus;2;51.4723892;17.0239143;23.08.2020;2020;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.837855;16.662649;13.08.2020;2020;33;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;2;51.0457;16.6136;13.08.2020;2020;33;powiat średzki;województwo dolnośląskie
Circus aeruginosus;4;51.036882;16.395147;12.08.2020;2020;33;powiat średzki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;28.08.2020;2020;35;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.869611;16.535153;12.08.2020;2020;33;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;10;51.0376623;16.2648101;21.08.2020;2020;34;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.4787248;16.9425937;23.08.2020;2020;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;6;51.0377;16.4505;13.08.2020;2020;33;powiat średzki;województwo dolnośląskie
Circus aeruginosus;2;51.557856;15.773013;26.08.2020;2020;35;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;20;51.1006935;16.3200329;23.08.2020;2020;34;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.4497178;16.9848256;24.08.2020;2020;35;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4787248;16.9425937;25.08.2020;2020;35;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;28.08.2020;2020;35;powiat milicki;województwo dolnośląskie
Circus aeruginosus;4;51.0808528;16.5880591;15.09.2020;2020;38;powiat średzki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;05.09.2020;2020;36;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;50.9586288;16.5977686;12.09.2020;2020;37;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;50.493017;16.942117;05.09.2020;2020;36;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.6941786;15.896215;06.09.2020;2020;36;powiat głogowski;województwo dolnośląskie
Circus aeruginosus;4;51.0808528;16.5880591;05.09.2020;2020;36;powiat średzki;województwo dolnośląskie
Circus aeruginosus;-100;51.0808528;16.5880591;06.10.2020;2020;41;powiat średzki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;17.11.2020;2020;47;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.510603;17.161704;04.12.2020;2020;49;powiat milicki;województwo dolnośląskie
Circus aeruginosus;5;51.5623238;15.7832692;31.03.2021;2021;13;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.0340812;15.0080778;31.03.2021;2021;13;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.4723892;17.0239143;31.03.2021;2021;13;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;3;50.9560479;16.6175079;10.04.2021;2021;14;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;4;51.0340812;15.0080778;18.04.2021;2021;15;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.5634755;15.8107845;13.04.2021;2021;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.5852003;15.8438104;13.04.2021;2021;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5181424;17.0418061;04.04.2021;2021;13;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;3;51.5181424;17.0418061;09.04.2021;2021;14;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.100648;17.145352;04.04.2021;2021;13;Wrocław;województwo dolnośląskie
Circus aeruginosus;4;51.5181424;17.0418061;19.04.2021;2021;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;24.04.2021;2021;16;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;04.04.2021;2021;13;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;29.04.2021;2021;17;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;11.04.2021;2021;14;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;3;51.183434;16.917162;19.04.2021;2021;16;Wrocław;województwo dolnośląskie
Circus aeruginosus;5;51.480342;17.023988;17.04.2021;2021;15;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;21.04.2021;2021;16;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5134432;16.9934893;02.04.2021;2021;13;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;13.04.2021;2021;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;11.04.2021;2021;14;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;2;51.358656;16.5737413;25.04.2021;2021;16;powiat wołowski;województwo dolnośląskie
Circus aeruginosus;2;51.1845717;16.9212178;19.04.2021;2021;16;Wrocław;województwo dolnośląskie
Circus aeruginosus;2;51.0340812;15.0080778;23.04.2021;2021;16;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;3;51.1717817;17.2715289;13.04.2021;2021;15;powiat wrocławski;województwo dolnośląskie
